0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,-0.0000000001225386306
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,-0.0000000001192434127
120,-0.0000000001280716983
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,-0.0000000001247764805
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,-0.0000000001054723003
158,0
159,0
160,0
161,0
162,0
163,-0.000000000158442014
164,-0.0000000001672702996
165,-0.0000000001760985852
166,0
167,0
168,0
169,0
170,-0.0000000001038246914
171,-0.000000000112652977
172,-0.0000000001214812626
173,-0.0000000001303095482
174,-0.0000000001391378338
175,-0.0000000001479661194
176,-0.0000000001567944051
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,-0.0000000002362489755
186,-0.0000000002450772611
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,-0.0000000001005294736
197,-0.0000000001093577592
198,0.0000000001146445989
199,0.0000000001058163133
200,0
201,0
202,0
203,-0.0000000001623274728
204,-0.0000000001711557584
205,-0.000000000179984044
206,-0.0000000001888123296
207,-0.0000000001976406152
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0.0000000001620812448
220,0
221,0
222,0
223,-0.0000000001060625413
224,-0.0000000001148908269
225,-0.0000000001237191125
226,-0.0000000001325473981
227,-0.0000000001413756837
228,-0.0000000001502039694
229,-0.000000000159032255
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,-0.0000000002384868254
239,-0.000000000247315111
240,-0.0000000002561433966
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,-0.0000000001027673235
250,-0.0000000001115956091
251,0.000000000112406749
252,0.0000000001035784634
253,0
254,0
255,-0.0000000001557370371
256,-0.0000000001645653227
257,-0.0000000001733936083
258,-0.0000000001822218939
259,-0.0000000001910501795
260,-0.0000000001998784651
261,-0.0000000002087067508
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0.0000000001598433949
273,0
274,0
275,0
276,-0.0000000001083003912
277,-0.0000000001171286768
278,-0.0000000001259569624
279,-0.000000000134785248
280,-0.0000000001436135336
281,-0.0000000001524418193
282,-0.0000000001612701049
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,-0.0000000002407246753
292,-0.0000000002495529609
293,-0.0000000002583812466
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,-0.0000000001050051734
303,-0.000000000113833459
304,-0.0000000001226617446
305,0.0000000001013406135
306,0
307,0
308,-0.000000000157974887
309,-0.0000000001668031726
310,-0.0000000001756314582
311,-0.0000000001844597438
312,-0.0000000001932880294
313,-0.0000000002021163151
314,-0.0000000002109446007
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,-0.000000000316884028
327,0
328,-0.0000000003345405992
329,-0.0000000001105382411
330,-0.0000000003521971704
331,-0.0000000001281948123
332,0
333,-0.0000000001458513836
334,-0.0000000001546796692
335,-0.0000000001635079548
336,-0.0000000001723362404
337,-0.000000000181164526
338,-0.0000000001899928116
339,-0.0000000001988210972
340,-0.0000000002076493828
341,-0.0000000002164776684
342,-0.000000000225305954
343,0.0000000002315270477
